user_id,checkout_id,checkout_ts,is_approved,is_authed,loan_amount,apr,fico_score
9652-7137-PTER,76VPR2KOSADMSM4J,2016-11-14 21:32:27,1,1,320,Zero,810
5253-8970-OZTW,VI63FHV17U8J71LG,2016-11-14 21:39:04,0,0,422,IB,560
7047-0771-UVEK,0UCBH02111492DW4,2016-11-14 21:39:42,1,1,303,Zero,690
5977-1509-YYZM,JMQYRIJUHLA04XTW,2016-11-14 22:36:12,1,1,222,Zero,690
2151-9159-CUTU,O7JA8KLZ9FYCRZR3,2016-11-14 23:17:16,1,1,266,Zero,650
9605-5449-ANFR,R2GF2C31U4XP3SXE,2016-11-14 23:28:22,0,0,453,Zero,570
9478-4833-QDPA,EL73HIALBYX73PWV,2016-11-15 0:38:05,1,1,547,IB,720
2971-4181-DAYU,KC7JR0BDHWG0X10S,2016-11-15 0:50:27,1,1,214,Zero,640
6252-0953-ECZR,M200H55RQZMUKFXL,2016-11-15 1:30:44,1,1,122,IB,670
4768-9719-XAFH,WALJYYGDDRFDWZ5R,2016-11-15 1:41:21,0,0,449,IB,670
6058-0221-KITS,WSHPJV7PAZQY4QPC,2016-11-15 1:59:50,1,1,146,IB,690
5093-0937-HXMK,2GFSI9JHGVTZTAMV,2016-11-15 2:28:08,1,1,445,IB,740
7002-3800-UHTE,UGKRVZ9RF0GIDOBP,2016-11-15 2:38:59,1,1,297,IB,750
7328-2182-HCNI,532P8OQJCFEPNTW4,2016-11-15 2:40:41,1,1,119,Zero,730
7549-8493-EBRM,364M7YJN0L9HEMXB,2016-11-15 2:50:00,1,1,449,Zero,640
4343-1807-ADBX,ZAJU1Z1C9LFL9WBJ,2016-11-15 3:01:05,1,1,840,IB,680
7860-6312-KIUB,XF5MFOIBQW0KPU2Q,2016-11-15 3:26:24,1,0,572,IB,700
3593-8535-LZQQ,8RXC1KL2TW6E5IDK,2016-11-15 4:03:07,1,1,267,IB,720
2158-4972-TQWX,P0GWFBXJOEUEOGS5,2016-11-15 4:08:37,1,1,390,IB,620
0081-0226-VOBS,ERXIVS3RIAYL222S,2016-11-15 5:25:27,1,1,154,IB,660
3085-5744-IRHI,MJD3UNKT1XAUEZOD,2016-11-15 6:05:51,0,0,454,Zero,600
1856-3475-PPWC,MJ3RTIY0CEARQ9EW,2016-11-15 6:24:56,0,0,487,Zero,670
7558-0142-UPDI,66YBEKDSEAV3Z5P5,2016-11-15 6:59:48,1,1,676,IB,740
1380-4243-OTPN,SCO5W0UD6BUNUV3E,2016-11-15 7:05:09,0,0,381,Zero,620
7691-4217-HFLA,3B8JU3LZ3E3GM0YM,2016-11-15 7:57:29,0,0,540,Zero,590
1622-3137-NHBK,IHM0V22ODRBJYR3A,2016-11-15 8:17:46,1,1,110,Zero,710
0895-4890-UHAY,2XBAHNUTWXEMC0MQ,2016-11-15 9:44:42,1,1,225,IB,680
5191-9957-GJZF,AZXJE5AQX4Q1CR56,2016-11-15 10:27:15,1,1,136,IB,620
8140-8055-JSIY,2GWHSE0VI5G4DU4N,2016-11-15 10:42:11,1,1,144,IB,650
8161-9786-QLHQ,3L0YNTEZ2QCC7P9W,2016-11-15 12:32:57,1,1,584,Zero,780
3705-1535-CZXX,1M3EOTLS20C0T5YA,2016-11-15 13:14:22,1,0,749,Zero,640
7480-1902-SVYG,484PVIE41N979QHF,2016-11-15 13:36:12,1,1,141,Zero,570
0151-5812-XAGG,8BA93NAJYNIEHKO3,2016-11-15 14:13:57,1,1,129,IB,610
5977-1509-YYZM,ANF2JSYQYE7KCM4Y,2016-11-15 14:30:29,1,1,107,Zero,690
4558-1987-CXDP,EYY2AI60VXELANTP,2016-11-15 14:57:27,1,0,914,Zero,620
6946-6423-ZYFG,ENCNW6ED09QHGRFU,2016-11-15 15:28:09,1,1,140,Zero,790
5004-7463-YZBC,O3I4GOWJ665M6CEX,2016-11-15 15:50:18,1,1,611,Zero,820
9565-7142-FYMS,ULFMM37E5QEK9ANM,2016-11-15 15:55:22,1,1,435,IB,650
0384-4602-LKXM,POHZX3YT26B3OH5A,2016-11-15 15:58:41,1,1,495,Zero,760
2373-0908-LIEI,YS5UW3TQMZBCDPGA,2016-11-15 16:21:02,1,1,458,IB,670
6273-1526-DLRK,CCUX7I4OGZ3E30X5,2016-11-15 16:27:31,1,0,3516,IB,700
0301-4961-GUXA,44R1MAPHR6MWWKYW,2016-11-15 16:30:56,1,1,281,Zero,760
8878-3428-AIAB,5TG6WBXXAEYAUGY2,2016-11-15 17:37:45,1,0,171,IB,710
5680-7151-JWBP,XJPAM0OA2WSTEVJJ,2016-11-15 17:39:31,1,1,217,IB,690
8554-1264-AWMC,L4FTM96L8SG3Y2C3,2016-11-15 17:44:00,1,1,131,IB,720
3890-6885-HWTD,Y3GU61ZFFMZNN06J,2016-11-15 18:15:38,1,1,1909,Zero,790
1484-9314-OZKE,KLTYJZHG7K77U0AE,2016-11-15 18:16:55,1,1,165,Zero,610
9076-9889-NKSA,58X7FOO44NAF1K6Q,2016-11-15 18:24:15,1,1,152,IB,710
1362-4981-ELMT,I93TZI5OO4KJJW3Q,2016-11-15 18:41:02,0,0,350,Zero,660
6222-0309-IZVU,68T0HPEC56FSKVU0,2016-11-15 18:45:35,1,1,331,IB,680
4881-1844-SBNQ,IG6GEV3CT4G233FC,2016-11-15 18:52:52,0,0,467,IB,640
8233-6496-DVCY,FI46MQ15FLERBZXO,2016-11-15 19:08:17,1,0,128,Zero,620
1796-8938-MFXM,HWHEM54W46O0FFZ7,2016-11-15 19:14:13,1,1,443,IB,630
7400-9142-STQI,D5BPX9G9OR707C46,2016-11-15 19:16:37,1,1,207,IB,670
8051-9356-MLVY,UXC0HGAE0TDT85TG,2016-11-15 19:20:59,1,1,214,Zero,780
2413-3856-OPXP,QS4PP7DNILTLF3P9,2016-11-15 19:24:04,0,0,365,IB,680
3641-1271-KKPN,W1LF3D19IYOAP3K5,2016-11-15 19:28:13,1,1,254,IB,750
1776-5375-OEJQ,ZYO4ARK0701KWRJQ,2016-11-15 19:37:24,1,1,267,IB,640
9235-5352-KQDW,K4TKPCYCT46Q2VN9,2016-11-15 19:37:26,1,1,249,IB,680
4446-4580-EUAU,X9HK465YW79N1IXT,2016-11-15 21:12:08,1,1,266,Zero,770
0363-5783-XEHZ,T53CI0TCYMVU2VZT,2016-11-15 21:31:13,1,1,214,IB,630
0222-3871-NBID,S23CH483VGQQMZQ4,2016-11-15 21:31:26,1,1,749,Zero,650
0607-7759-JBSG,7MKAR27M63UQUU79,2016-11-15 22:06:26,1,1,267,IB,710
2135-2080-HNRC,AGKH2LK7G4PQWOBU,2016-11-15 22:19:22,1,0,258,IB,620
4195-5358-KRKI,C70W057WR3C9A8O8,2016-11-15 22:24:17,1,0,118,IB,610
9863-4142-KIVQ,M6YSRA6GLWPJB9F0,2016-11-15 22:32:00,1,1,373,IB,650
8247-7599-SUBA,SBQMPYFLRDXCTRAQ,2016-11-15 22:39:29,0,0,285,Zero,630
4580-0908-SYNK,I5VY0ONN9J4YNUKN,2016-11-15 22:47:12,1,1,582,Zero,880
3613-6630-UZQD,G2SQ3PAU7BGFL2S1,2016-11-15 22:52:42,1,1,371,Zero,720
5322-7240-BJKG,AIQOPQ3GBMV4PAK2,2016-11-15 22:55:53,1,1,493,IB,640
8542-1948-VXSE,6C8ZM45WVDPOS6BW,2016-11-15 22:57:03,1,1,223,IB,740
4430-7991-VNEO,5LVXYIJADOYO3ISS,2016-11-15 23:02:31,1,1,219,Zero,750
2889-8320-VSAK,FBQA1GOHAD9DH43A,2016-11-15 23:02:53,0,0,1350,IB,810
0626-2961-LUNF,FMXDTN2H4T7CRZ0E,2016-11-15 23:03:08,0,0,274,Zero,570
7221-9145-GNVI,Y6587MP36W9BOSGD,2016-11-15 23:09:15,1,0,658,IB,650
8413-8435-TQLW,UMYZEAR68ERUAYEH,2016-11-15 23:21:54,1,1,187,IB,650
5739-0557-LZON,CR5TAHEZGVD5IOBI,2016-11-15 23:30:33,0,0,116,Zero,620
3773-5207-STGG,Z0PCDWN171VTK0K0,2016-11-15 23:40:02,1,0,3529,Zero,660
3556-8010-OJZS,9MMKOQB4I5ZDFUVR,2016-11-16 0:15:44,1,1,347,IB,870
3196-7245-RPCH,IGAIU6W28W2I30LA,2016-11-16 0:22:11,1,0,594,Zero,650
9502-6768-EQAH,2ROLIXRAMA5ZAI6M,2016-11-16 0:26:52,0,0,247,Zero,610
3752-5105-MZDX,1R5TBEA4U8B0GZQP,2016-11-16 1:47:33,0,0,318,Zero,510
4684-4049-QOGP,9RZ0CH3N75QU8YL7,2016-11-16 1:52:14,1,1,450,Zero,800
2345-3615-WIAC,KDRH1Z5FQKX1FAWM,2016-11-16 2:53:17,1,1,169,Zero,720
2557-8821-KJTD,71ZQJ3PNE7SPGFP3,2016-11-16 3:44:54,0,0,143,IB,630
4941-2769-PUTC,LZ639I8K2KZN5TER,2016-11-16 3:51:04,1,1,435,Zero,650
1180-3632-VSHO,X8L6BI2SLQ08YLHD,2016-11-16 3:57:34,1,0,175,Zero,590
9447-1866-PTNO,GFPYPIQ7UKMATY85,2016-11-16 3:57:56,1,1,245,IB,690
6779-5865-HOGK,O5XFBVJXSU2HLN63,2016-11-16 4:06:35,1,1,184,IB,570
3983-3967-AXOF,W012NCIQH9ZZEJO9,2016-11-16 4:17:53,1,1,381,Zero,670
8488-7903-UCAU,JRQCC3G7T8K504LR,2016-11-16 5:09:58,1,0,235,IB,720
7701-4839-AJZN,Y5ZABNWVR7XZUEDS,2016-11-16 5:11:43,1,0,446,IB,660
0045-5574-OEGY,AMM2QQC0MJZAAD12,2016-11-16 6:18:56,1,1,127,Zero,740
9629-5713-VCPJ,PVURGS55FLW42GVY,2016-11-16 7:20:13,1,1,112,Zero,720
2060-6879-HESA,1UF2MMNXYMS16A3I,2016-11-16 8:28:12,1,0,985,Zero,690
9215-1844-ATMN,N47VMM63I3926NZB,2016-11-16 9:52:40,1,1,273,IB,640
4359-8353-VHME,FCVZ1I4HSIJMSRQU,2016-11-16 11:34:50,0,0,193,Zero,500
8460-2031-GHXG,8KDFXVUNQO3LEWHW,2016-11-16 11:35:46,0,0,215,Zero,680
6830-7936-DYGO,R0TG0WWSZTKPPXGD,2016-11-16 12:47:28,1,1,354,Zero,690
0456-9876-NXSB,QDUP3CY1TCDNPIPY,2016-11-16 12:50:53,1,0,1740,Zero,730
5323-3372-BJRI,FBG2XCOE1Q36PBHH,2016-11-16 14:20:04,1,1,217,Zero,780
4619-1025-HVWO,G782Y31R3Y1QTFER,2016-11-16 14:49:57,1,1,108,IB,730
1180-9606-PYRN,AYH1VKBYI5PCFEZB,2016-11-16 15:28:16,1,0,403,Zero,750
3753-1660-GEDG,J8QG8IOA827IVC4R,2016-11-16 16:06:21,1,1,128,IB,650
2199-3338-RKAR,MZURIAZ2HZ0GZAL9,2016-11-16 16:31:42,1,1,615,IB,790
8125-7421-KRSP,MATUK7632VMDM0YU,2016-11-16 16:35:04,1,1,357,IB,620
8768-7744-OTHI,HZRVW5JIB8RYL4EX,2016-11-16 16:46:16,1,1,171,IB,640
2170-6621-FEUD,KFI61RTL95LFBN9P,2016-11-16 17:08:05,1,1,183,Zero,640
9343-5186-OPWV,1KYPFB3EN8PUHHMI,2016-11-16 17:16:26,1,1,547,Zero,870
5297-2902-DGSU,A2JDZ0N1WG45FA1M,2016-11-16 18:04:00,1,1,347,IB,560
5239-5770-PNBN,5X054M4FR1NSKPYP,2016-11-16 18:26:50,1,1,213,IB,820
0044-2315-BJKG,HXGGU80Y0K3I5C1W,2016-11-16 18:53:18,0,0,125,IB,670
5576-9718-CPXM,0F1LMZ3LUV0QSS9T,2016-11-16 20:15:04,1,1,151,Zero,710
3547-3822-YXNP,ZC29A7EH903HF4CQ,2016-11-16 20:15:12,1,0,318,Zero,610
3123-9207-IXMM,UZZZ9WQDHSH2Q8XO,2016-11-16 20:21:04,0,0,109,Zero,550
4548-4881-QYVW,6PC0O7IU60KXWL9D,2016-11-16 20:22:22,1,1,750,Zero,800
6683-2251-WGVF,I0J5SUMZQQKIVIS5,2016-11-16 20:34:06,0,0,165,IB,670
7400-6620-FIJE,Z98X9FMELXFWKPOI,2016-11-16 20:59:03,1,1,101,Zero,600
5098-9649-WNVR,VAUURYVXR8BQBN4M,2016-11-16 21:40:28,1,1,147,IB,680
5098-9649-WNVR,ZRQRLV9LK0XC2UPL,2016-11-16 21:58:12,1,0,132,Zero,680
3363-6829-IVLA,3I528T56X1Q261YE,2016-11-16 22:09:48,1,1,314,Zero,700
9267-9946-KJPC,JBHBKQB1AFN000G6,2016-11-16 23:51:10,0,0,511,IB,630
5872-0259-ZGFR,IBLS2TQJA4ET4E8Q,2016-11-17 0:05:00,1,1,744,IB,900
4681-8108-NIVZ,BYGB4VUFIG8ADFS4,2016-11-17 0:15:20,1,1,193,IB,610
6645-1738-PSAB,NYBHOD63F4U6RPA1,2016-11-17 0:49:24,1,1,2407,Zero,720
1960-5893-JSWJ,JYRK9DUYN3QKM1ZC,2016-11-17 0:49:42,1,1,449,Zero,810
5175-9073-DSVJ,LKH5MC4216ECK0ES,2016-11-17 1:22:28,1,1,212,Zero,740
9237-0485-THEO,HDPY66DN9JNAK63H,2016-11-17 1:56:40,1,1,218,IB,
5988-0527-ZJAX,ILR4TJMTUKRCBOAO,2016-11-17 2:11:27,0,0,222,IB,690
3161-0727-JGHM,4DCVJ73QY4DTTJ6W,2016-11-17 2:26:24,1,1,320,IB,600
3315-8910-CEVF,9TOTRXVT4KWE7G16,2016-11-17 2:30:53,1,1,155,IB,730
3315-8910-CEVF,IXDKYOW4G1UMWKIW,2016-11-17 2:42:44,1,1,155,IB,730
7343-8499-ATJM,6HLJDXJ1RWUBGBKH,2016-11-17 3:04:27,1,1,267,IB,770
6811-8442-VDFA,3J50CRGD1XRCB4MZ,2016-11-17 3:40:39,0,0,271,Zero,570
8539-1250-HFET,0BI8VMYS9UI9AF28,2016-11-17 5:07:36,1,0,189,Zero,620
5908-3116-UPYK,1RD2KHWYUYQFRFS9,2016-11-17 6:06:30,0,0,143,IB,650
8595-9581-SJKJ,NRSS61AK4275RNU5,2016-11-17 6:31:18,1,1,271,Zero,670
8048-2760-CLSF,CY56AQT8CPD77RDY,2016-11-17 7:11:57,1,0,1085,Zero,650
8141-3109-ZFAH,VRWGD6L7I735GF2N,2016-11-17 7:43:18,1,0,184,Zero,700
9636-5457-AYXW,EEYH9CCFFJ3IATXP,2016-11-17 12:45:27,1,1,130,IB,610
0250-4102-HCRQ,A45V39X2ZXX14T7P,2016-11-17 13:51:46,1,1,366,Zero,670
8893-5913-EKCI,J1PUFFUPULX4PACJ,2016-11-17 14:15:44,1,1,499,Zero,720
1092-1242-UVEM,7Y3QQLTP4WBJE1HU,2016-11-17 14:50:54,1,1,170,IB,590
9965-9254-JRWI,OAIXBL4L9HRF2TQP,2016-11-17 15:14:42,0,0,588,IB,700
8526-9792-FKDF,BOW83D4UX8J5925Z,2016-11-17 15:19:14,1,0,524,Zero,610
4468-5868-UZSP,A3OXATI8SK4UZCUC,2016-11-17 15:20:12,1,1,117,Zero,700
7034-9221-BFSM,3GM9ZCCP6A1YSCDV,2016-11-17 15:45:10,1,1,381,Zero,870
0885-2525-ZRCH,CG3H5M08OSIQK68G,2016-11-17 15:46:21,1,1,610,Zero,840
9748-3399-NAXW,3BBT6LLD4QY676OM,2016-11-17 16:14:35,1,1,117,Zero,750
4216-9333-UZPF,BSWUTHDV97AZ83QQ,2016-11-17 16:38:27,1,1,326,IB,650
3177-2398-HBUU,WZFM3QLQFVATH16O,2016-11-17 17:00:49,1,1,165,Zero,830
4982-2620-ILQL,PK1Q8YC52Y2OHBE7,2016-11-17 17:51:13,0,0,125,Zero,530
4497-2513-FNGJ,KR0Y5A701295TF00,2016-11-17 17:51:52,1,1,190,Zero,770
0555-6672-OENC,6J7D8DS4LK3BJQZ2,2016-11-17 17:54:36,1,1,313,Zero,730
4759-5317-RFGE,XCM7JW55DK24AFOQ,2016-11-17 17:55:46,1,1,172,Zero,660
3881-9438-OXEN,HZACD1QIT17415K2,2016-11-17 18:01:32,1,1,271,IB,770
8616-7049-ISPE,IWXPMD1N7FZCQHWW,2016-11-17 18:06:18,1,1,309,IB,660
1238-9997-QJTR,G2ZI5EPZWXFL2Z60,2016-11-17 18:15:24,1,1,226,Zero,680
3278-7885-MLFU,L2T11NPTSOIQNL8P,2016-11-17 18:17:27,1,1,138,Zero,720
5587-7630-NHKS,6A9E9RD7YFPP30OZ,2016-11-17 18:21:45,1,1,250,Zero,670
2389-1799-KEGA,BEBBCRIN8ET23RSN,2016-11-17 18:40:37,1,1,298,IB,680
6922-8678-XZTT,FYNFEJGBPXVVQYXF,2016-11-17 18:53:07,0,0,163,Zero,550
1719-0968-XKJO,LSU9CRMQ86CSU72P,2016-11-17 19:05:46,1,1,159,Zero,830
9581-2516-WIBR,U0FKNVY7P6HKXRI6,2016-11-17 19:27:56,1,1,125,Zero,650
3268-6478-ONUM,7DNKR04FJDM9UZL8,2016-11-17 19:38:23,1,0,213,IB,640
3652-8148-YXQO,UBFYPUUFOT3CO40Q,2016-11-17 19:58:08,1,1,375,Zero,680
8199-9929-AHDX,BTGX30ACPRQ1MM41,2016-11-17 20:09:00,1,1,135,Zero,730
5913-2659-LYDP,CNLLNH4P53L9BU73,2016-11-17 20:12:27,0,0,398,IB,510
1576-9989-GAXZ,TH050GFE1UI6FGNU,2016-11-17 21:35:48,1,1,193,Zero,690
9030-2812-FUEV,GTSQJ1IV05XA1NWG,2016-11-17 22:09:06,0,0,199,Zero,730
9313-4198-LKHC,2R1U7T2LA83QMULA,2016-11-17 22:36:22,0,0,107,Zero,630
4535-1395-CSRG,P9PQ0GUAK8QIB6EQ,2016-11-17 22:39:45,0,0,139,IB,630
3610-8318-UFGS,3GOWH0HLAWO28D4C,2016-11-17 23:27:19,1,1,173,Zero,820
5902-1570-FDQT,X86PO81163E1PKAT,2016-11-17 23:31:46,1,1,124,Zero,660
9371-7243-OZWR,Q1HBI6012OD79MF1,2016-11-18 0:57:34,1,1,236,IB,680
3472-3724-UERT,EWPZH6URJWVPXRFZ,2016-11-18 1:21:30,1,1,199,Zero,760
0519-8898-AIJF,S8S5WW5FYU56MX0U,2016-11-18 1:27:52,1,1,530,Zero,840
7338-0290-YXSB,N2N6T4URRR6QKZQ2,2016-11-18 1:50:44,1,1,858,IB,650
3367-8515-IOXP,Q00E5GYBPRS5Q7S3,2016-11-18 2:11:26,1,0,1765,IB,880
2821-9223-UCXA,C92HWTL3ZE8ZQSR1,2016-11-18 2:35:20,0,0,856,IB,
0157-7851-XIIT,UIRRMLX56FMVOEU2,2016-11-18 2:53:04,1,1,341,IB,730
5664-0341-KNZF,XCG5USLMT1Q4XT4P,2016-11-18 3:48:38,1,1,826,IB,710
3799-1802-LKNM,41BV342J2I6M4M6X,2016-11-18 3:58:53,1,0,858,Zero,710
7320-5734-LVNF,7ECKM8Z60WCSZO1E,2016-11-18 4:17:07,0,0,214,IB,600
2874-0932-QPFD,KFZ72CH81U8ATBOO,2016-11-18 4:43:15,0,0,210,Zero,630
1836-8477-MBUT,HUSH0X2VX9CD2IDK,2016-11-18 4:57:28,1,1,142,Zero,780
3875-5681-YOBJ,D4UJOTWI9VXN9XPH,2016-11-18 5:08:48,0,0,183,IB,710
7486-6664-BZXX,2WCMOGKT3UWPGHRJ,2016-11-18 5:14:17,1,0,1339,IB,760
1422-6665-EFPH,R8MB2QRW9FFI0KJF,2016-11-18 5:22:26,1,1,338,Zero,760
5833-3035-STUT,RB57YHDXQXXIFTW2,2016-11-18 5:58:56,1,1,151,IB,690
9983-8567-YZDL,3OSP9AE2IZEWDPIF,2016-11-18 7:07:34,1,0,460,Zero,640
2338-7359-HSTZ,ZOJQG947YEW74RLC,2016-11-18 11:49:38,0,0,171,Zero,630
8161-9786-QLHQ,OI7CKWH41YOOHALQ,2016-11-18 11:55:16,1,1,201,Zero,780
9641-4734-IPKS,8C7T44X15HUL2ML6,2016-11-18 12:25:05,1,1,488,Zero,670
1106-0828-QSXP,RUNN174IJWX51RQ2,2016-11-18 13:40:12,1,0,413,Zero,670
0028-9194-DRIR,AASIP1ABIEH0IYU6,2016-11-18 13:47:06,1,1,378,Zero,700
2248-7350-ZPBI,TO8Z1CJS60SLRWNV,2016-11-18 14:20:54,1,0,712,IB,860
6779-5865-HOGK,I0TY0ZEE7WT1BCHC,2016-11-18 14:21:59,1,1,186,Zero,570
4080-2539-JYZC,SCMHZ7TN7ISBDWJG,2016-11-18 14:42:56,1,1,320,IB,700
1004-4182-JPMI,3M2K1MNQD8FSM5ZM,2016-11-18 15:26:51,1,0,339,IB,770
0467-3320-RZCK,POQ474A8DPSI2EXQ,2016-11-18 15:28:20,1,1,267,IB,730
5181-9288-IFBM,2NC5JO5LSZ3J5L20,2016-11-18 15:55:11,1,1,203,IB,670
5533-8396-CMPA,XM9KSRHLHECFYDPK,2016-11-18 16:05:06,1,0,109,Zero,610
7088-1778-MEKM,YY6UMNGMBOWSPC2R,2016-11-18 16:15:05,1,1,435,Zero,770
6756-9502-RXDA,KDQD1S84FA0FJ0FG,2016-11-18 16:38:22,1,0,256,Zero,710
3756-4386-GXWS,HD2VDNSVBMAG3N94,2016-11-18 17:15:03,0,0,125,IB,660
0456-9876-NXSB,JAF4YD740TX0RFIV,2016-11-18 17:29:52,1,1,950,Zero,730
0681-5478-DQYK,Q9CT83HY2JA92M4J,2016-11-18 17:34:37,1,1,355,IB,640
6702-7108-SFQU,ECJ3ECA3SYZ67P9P,2016-11-18 17:35:19,0,0,406,IB,610
7815-9314-HRMI,WX3AYQXMA7K6R711,2016-11-18 17:56:53,1,1,155,Zero,830
8469-6779-ECIW,R5EX3ZAFQDOUR7GH,2016-11-18 18:20:05,1,0,407,IB,790
9776-7332-FQYF,FJ6L6AYD2OV1QMXA,2016-11-18 18:24:19,1,1,189,IB,690
0844-1410-FWCV,91Y7J8VTHCQUMLQ4,2016-11-18 18:36:13,1,1,138,Zero,580
3327-5482-BOUV,TGR6HFOQ9RMOLEOM,2016-11-18 18:49:38,0,0,109,Zero,620
0094-8868-WFYH,IZTP5CHZ52C2V55L,2016-11-18 19:26:40,1,1,261,IB,620
0599-0932-GCMC,K83KYMXMC359GBFG,2016-11-18 19:47:42,1,1,323,IB,820
5048-7397-TCWS,EA5PBLNPYDP9HMBC,2016-11-18 20:27:14,1,1,214,IB,810
7754-1660-OSZU,MERWO9VB4SPWE2JJ,2016-11-18 20:51:38,0,0,117,Zero,620
6930-4782-QULC,40UTIXTHOX94UGZV,2016-11-18 20:54:49,1,0,180,Zero,820
7978-5311-FZNR,KRG77BBMK0K4U4K2,2016-11-18 21:27:50,1,1,343,Zero,790
1094-5783-EWLH,JSWE8AGB5BFGWPRP,2016-11-18 21:36:38,1,1,134,Zero,760
4824-5256-VGOJ,I4BEPZR3XCYBB3PX,2016-11-18 21:37:03,1,1,127,Zero,750
6225-9682-OWEV,M0DTQH4RIKJ148OH,2016-11-18 21:38:39,1,0,453,Zero,700
7105-2969-SQDK,CCXRUMSOJZZVOFKX,2016-11-18 21:45:22,1,1,200,Zero,750
6305-8849-XRJV,2TEGEZCUP9QAG7D7,2016-11-18 22:05:06,1,1,152,IB,630
5057-5921-YFCK,2VFHDROSIWGFXKNG,2016-11-18 22:13:36,1,1,209,IB,630
4076-6806-RPHK,HNQSX8T2QPSGJEUX,2016-11-18 22:43:52,0,0,184,Zero,550
9942-3226-LESF,C09QT5XBD7MWVBB2,2016-11-18 22:49:50,0,0,110,Zero,600
5468-4863-ZKQP,80IW6667810XZZPI,2016-11-18 23:04:24,1,1,565,Zero,820
9390-7617-UMHO,5E4L51M5G1KX0VGP,2016-11-18 23:05:41,1,1,728,IB,660
3904-8257-YLRZ,FGSL1CWHRQP4Z9G6,2016-11-18 23:18:09,1,1,110,Zero,680
8952-4715-IQJD,MCR4R85W0NCKTDQV,2016-11-18 23:22:53,1,1,851,Zero,910
9625-3308-FXFU,RXIMQTKAEQ69R6NS,2016-11-19 0:52:44,0,0,172,IB,640
0094-8868-WFYH,5GG9OFY237TIC8LT,2016-11-19 0:52:45,1,1,491,IB,620
9731-7482-NNBT,7KRPVE1ASP8AWEIC,2016-11-19 0:54:31,0,0,141,Zero,560
8842-6071-MOZP,JIFCXGPOZYBQILCJ,2016-11-19 1:13:59,1,1,299,Zero,760
6848-7519-VGRV,GMYR3C96FFM6QISY,2016-11-19 2:40:38,1,1,166,Zero,710
9014-4720-KKCY,8X7WF9DVIH4N3N7Y,2016-11-19 3:35:14,1,0,665,IB,780
6979-8176-OMAO,MXG8L9ATNXVUQ5WU,2016-11-19 6:13:31,1,1,271,Zero,730
4902-2110-YMTC,HWQB74T0FJG1PO77,2016-11-19 7:55:09,1,1,248,Zero,670
7140-2736-IZQK,BX22CXRASD3ZQ1UH,2016-11-19 9:17:37,1,1,173,IB,700
7762-8931-JBXH,ALT5V2AN1L6OBVIR,2016-11-19 9:27:12,1,1,113,IB,650
7861-5200-GGTW,HQ3SWZDZZGPOC40E,2016-11-19 12:54:23,1,1,752,Zero,710
7355-7442-IKDJ,59HCVN5J9Z1Z3WKS,2016-11-19 13:36:01,1,1,641,Zero,880
7400-6117-PWKC,251HZC42AQCL2U9V,2016-11-19 14:44:37,1,1,121,Zero,680
7925-4554-XPJX,5OE71XP82CZ5U53F,2016-11-19 14:44:46,1,1,240,IB,690
8927-5406-ZGWB,K0AF0NMBNPRRQ5BH,2016-11-19 14:51:56,1,1,158,Zero,790
1868-0764-AQON,EU9U41H4YQ139R00,2016-11-19 15:14:00,1,1,1080,IB,630
0449-3750-ISDN,AA1PUBTDRDE80I2I,2016-11-19 15:17:01,1,1,225,Zero,680
1785-9919-SKIS,OX83L6Y7BS7KMOW8,2016-11-19 15:22:53,1,1,130,IB,740
6770-8585-GMAQ,JERDUBZJ8U1UUFJK,2016-11-19 15:49:27,0,0,135,Zero,600
2124-9206-TQAD,CDC9YWSBIWVCP16V,2016-11-19 16:12:27,0,0,151,Zero,550
5244-0474-XEKB,O9E0K77WI4VGZO0S,2016-11-19 16:21:13,1,1,265,Zero,910
1094-9749-KAKR,D04LBG9912QVGMR6,2016-11-19 16:21:56,1,1,1064,IB,680
3925-2101-QPVV,8V6P9DT2NDN3QQ2L,2016-11-19 16:23:43,1,1,355,IB,670
8189-8139-CPZU,0SAG82J54ZX5ODRQ,2016-11-19 16:30:14,1,1,248,IB,700
6912-3648-FHCV,69TUV3OT0OPRUW9I,2016-11-19 17:05:56,1,1,111,IB,730
8134-2861-UNCB,XON0FO9J1JU43TJT,2016-11-19 17:16:13,0,0,244,Zero,600
6746-5511-KROD,1T58RRL3CCHSBY1Z,2016-11-19 18:05:59,1,1,252,IB,630
3398-7137-CJOM,N1YALMIGFSG0KNJP,2016-11-19 18:44:27,1,0,858,Zero,630
5029-1442-UINP,V9YAEQWMJXYU3VMJ,2016-11-19 19:04:02,1,1,161,Zero,730
7937-6173-RMDF,U4CGADM91I24KCTR,2016-11-19 19:08:35,1,1,225,IB,720
7037-9947-LXBF,38IAQZMK9KQKE6T0,2016-11-19 19:25:58,1,1,460,IB,630
3073-9474-VMRE,Q1FEWOKCS3ELZ5YY,2016-11-19 19:55:13,0,0,131,IB,650
5955-0033-GRTY,YKR61U089MUX51IX,2016-11-19 21:00:40,1,1,128,IB,630
7638-4348-SVSL,I6FDJNG6O4VTKKJM,2016-11-19 21:20:36,1,1,609,IB,700
2464-2067-GNXS,G1GYYBH1D9550KU7,2016-11-19 22:44:53,1,1,116,Zero,860
4571-3647-MUFB,GPY08GC6SS5W5NVU,2016-11-19 22:45:34,1,1,544,IB,860
